GroupMemberShipRequestsID,GroupID,GroupMemberUserID,IsGroupMemberShipAccepted,DateAccepted
927,2,5,false,4/2/2024
928,1,5,false,9/5/2023
929,1,5,true,6/24/2024
930,2,3,true,6/20/2024
931,3,3,false,10/4/2023
932,3,3,false,9/26/2023
933,2,4,false,3/16/2024
934,1,5,true,4/2/2024
935,3,5,false,7/3/2024
936,1,4,false,2/5/2024
937,2,5,false,6/21/2024
938,2,5,true,2/3/2024
939,3,1,false,2/25/2024
940,3,5,false,4/2/2024
941,1,2,true,8/16/2024
942,3,2,true,1/27/2024
943,1,3,true,8/26/2024
944,2,4,false,5/23/2024
945,3,2,true,10/28/2023
946,3,3,false,11/14/2023
947,1,1,true,6/23/2024
948,3,3,true,4/29/2024
949,1,2,true,9/14/2023
950,2,2,false,9/13/2023
951,2,4,true,4/27/2024
952,1,3,false,8/24/2024
953,3,1,false,1/25/2024
954,2,4,true,3/6/2024
955,1,2,true,11/21/2023
956,1,5,false,8/20/2024
957,1,1,false,6/9/2024
958,3,5,true,10/2/2023
959,1,2,true,10/19/2023
960,1,5,true,8/20/2024
961,3,5,true,1/29/2024
962,2,5,true,7/15/2024
963,1,2,false,5/17/2024
964,3,5,true,2/4/2024
965,2,1,false,4/19/2024
966,2,3,false,5/24/2024
967,2,5,false,10/3/2023
968,2,1,false,12/11/2023
969,1,5,false,10/19/2023
970,1,2,false,10/18/2023
971,1,1,false,2/19/2024
972,3,4,true,1/31/2024
973,1,1,true,10/12/2023
974,2,3,true,9/22/2023
975,3,4,true,6/26/2024
976,2,3,true,2/4/2024
977,2,5,false,1/14/2024
978,3,5,false,1/10/2024
979,1,4,true,6/12/2024
980,1,1,true,3/7/2024
981,2,5,false,3/22/2024
982,2,4,false,6/7/2024
983,2,5,false,9/25/2023
984,1,4,true,1/18/2024
985,1,3,true,10/1/2023
986,3,3,true,10/30/2023
987,2,2,true,7/4/2024
988,2,3,false,6/29/2024
989,2,3,true,3/18/2024
990,2,1,false,10/25/2023
991,2,2,true,6/2/2024
992,2,5,false,10/16/2023
993,3,3,true,1/8/2024
994,1,4,true,2/14/2024
995,1,5,true,1/24/2024
996,2,4,true,3/26/2024
997,2,1,true,4/13/2024
998,3,2,true,7/25/2024
999,2,4,true,8/23/2024
1000,2,4,false,3/27/2024
